S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,car_age,depreciation_rate,Mileage_Score
901,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,5.0,1157000.0,5.64,13,99.99951253241142,19.33
902,Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,23.99,12,99.99792653414002,17.68
903,Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,1157000.0,7.5,9,99.99935177182368,20.77
904,Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,1157000.0,27.0,9,99.99766637856526,19.27
905,Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,2.85,17,99.99975367329299,19.3
906,Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,1157000.0,6.35,13,99.9994511668107,19.01
907,Maruti Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,3.3,15,99.99971477960241,21.1
908,Maruti Swift Dzire VXI,Bangalore,2013,38623,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,1157000.0,5.0,12,99.99956784788246,19.1
909,Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,6.46,11,99.99944165946414,22.9
910,Hyundai EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,1157000.0,3.75,8,99.99967588591184,21.1
911,Maruti Zen VXI BSII,Kochi,2003,61495,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,1157000.0,1.52,22,99.99986862575626,17.3
912,Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,498000.00000000006,3.61,13,99.9992751004016,15.1
913,Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,1157000.0,43.74,8,99.9962195332757,14.16
914,Audi Q3 2.0 TDI,Chennai,2014,60000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,20.0,11,99.99827139152981,15.73
915,Smart Fortwo CDI AT,Pune,2008,103000,Diesel,Automatic,Second,0.0 kmpl,799 CC,null bhp,2.0,1157000.0,3.0,17,99.99974070872946,0.0
916,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,3.65,15,99.9996845289542,19.3
917,Tata Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,83.1 bhp,10.0,1157000.0,5.25,12,99.99954624027659,14.07
918,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7.0,1157000.0,58.0,9,99.99498703543648,15.97
919,Honda City i-VTEC CVT VX,Mumbai,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,1529000.0,8.65,10,99.9994342707652,18.0
920,Tata Indigo eCS eLX BS IV,Delhi,2015,150000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,1157000.0,2.5,10,99.99978392394124,25.0
921,Volkswagen Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197 CC,103.6 bhp,5.0,1157000.0,7.75,11,99.99933016421781,16.93
922,Maruti Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,4.15,10,99.99964131374244,23.1
923,Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,1157000.0,10.85,14,99.99906222990492,11.5
924,Mitsubishi Outlander 2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360 CC,170 bhp,5.0,1157000.0,5.53,15,99.99952203975799,11.3
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5.0,1157000.0,11.5,11,99.99900605012965,15.5
926,Porsche Cayman 2009-2012 S,Hyderabad,2010,10000,Petrol,Manual,First,9.0 kmpl,3436 CC,null bhp,2.0,1157000.0,40.0,15,99.99654278305964,9.0
927,Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,1157000.0,9.25,10,99.99920051858254,19.67
928,Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,75 bhp,5.0,1157000.0,2.29,14,99.99980207433016,17.5
929,Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,1157000.0,7.0,10,99.99939498703544,22.77
930,Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Petrol,Manual,Second,18.2 kmpl,1061 CC,64 bhp,5.0,1157000.0,1.65,18,99.99985738980122,18.2
931,Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,1157000.0,8.25,8,99.99928694900605,20.73
932,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.03 bhp,5.0,1157000.0,9.14,14,99.99921002592913,14.74
933,Honda Amaze SX i-VTEC,Hyderabad,2016,33000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,1157000.0,6.5,9,99.99943820224719,17.8
934,Toyota Etios GD,Kolkata,2012,60000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,1157000.0,2.95,13,99.99974503025065,23.59
935,Renault Duster 85PS Diesel RxL,Jaipur,2015,91000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,1157000.0,5.75,10,99.99950302506481,19.87
936,Maruti Wagon R LXI LPG BSIV,Hyderabad,2012,72000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5.0,1157000.0,2.85,13,99.99975367329299,26.2
937,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,1157000.0,2.1,14,99.99981849611062,16.47
938,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,1157000.0,13.55,8,99.99882886776145,19.67
939,Jaguar XF Diesel,Kolkata,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,1157000.0,20.5,13,99.99822817631807,14.74
940,Jeep Compass 2.0 Limited 4X4,Mumbai,2017,52000,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,2426000.0,20.0,8,99.99917559769167,16.3
941,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2018,31427,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,5.0,7512000.0,59.72,7,99.99920500532482,15.68
942,Maruti Baleno Alpha Diesel,Kolkata,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,952999.9999999999,6.5,9,99.99931794333683,27.39
943,Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,1157000.0,7.5,9,99.99935177182368,28.09
944,Maruti SX4 Vxi BSIII,Jaipur,2007,76000,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5.0,1157000.0,2.15,18,99.99981417458946,15.0
945,Hyundai Elantra CRDi SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,1157000.0,8.44,10,99.99927052722559,22.7
946,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,3460000.0,12.49,12,99.99963901734104,13.5
947,Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,1157000.0,5.48,8,99.99952636127917,17.0
948,Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,1157000.0,4.2,12,99.99963699222127,18.5
949,Hyundai Verna CRDi SX,Hyderabad,2013,82966,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,1157000.0,7.2,12,99.99937770095075,16.8
950,Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,1157000.0,4.8,11,99.99958513396714,23.4
951,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,1157000.0,5.83,8,99.99949611063094,25.32
952,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,2645000.0,18.39,7,99.99930472589791,13.68
953,Maruti Baleno Delta 1.2,Pune,2016,14930,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,1157000.0,5.85,9,99.99949438202248,21.4
954,Honda Jazz VX Diesel,Mumbai,2016,38000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,1115000.0,6.21,9,99.99944304932735,27.3
955,Hyundai i20 1.2 Asta,Delhi,2013,71000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,3.65,12,99.9996845289542,17.0
956,Hyundai i20 Sportz Diesel,Delhi,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,1157000.0,3.7,13,99.99968020743302,23.0
957,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,1157000.0,30.0,10,99.99740708729473,19.27
958,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,1157000.0,4.85,9,99.99958081244597,19.1
959,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,6.93,8,99.99940103716509,18.9
960,Maruti Alto 800 VXI,Kolkata,2016,26000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,1157000.0,2.6,9,99.99977528089887,22.74
961,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5.0,1157000.0,1.89,11,99.99983664649957,18.2
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5.0,5226000.0,39.5,7,99.9992441637964,0.0
963,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,1157000.0,10.0,13,99.9991356957649,13.7
964,Audi A4 2.0 TDI,Kolkata,2009,34000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,1157000.0,9.95,16,99.9991400172861,16.55
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,1157000.0,9.45,11,99.99918323249784,12.8
966,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,1157000.0,28.25,8,99.99755834053586,17.9
967,Hyundai i10 Era,Jaipur,2008,84000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,1157000.0,1.8,17,99.99984442523768,19.81
968,Maruti Swift Dzire VXi,Kolkata,2008,47000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,1157000.0,1.4,17,99.9998789974071,17.5
969,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,1157000.0,7.25,10,99.99937337942956,21.66
970,Maruti Ritz VDi,Hyderabad,2012,96000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,3.6,13,99.99968885047535,21.1
971,Hyundai Accent GLS 1.6,Jaipur,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599 CC,94 bhp,5.0,1157000.0,1.2,21,99.9998962834918,14.4
972,Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198 CC,86.7 bhp,5.0,1157000.0,4.94,11,99.99957303370786,17.8
973,Maruti Wagon R LXI,Delhi,2007,65000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,1157000.0,1.25,18,99.9998919619706,18.9
974,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,1157000.0,4.8,12,99.99958513396714,22.07
975,Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7.0,1157000.0,31.15,6,99.9973076923077,12.62
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,3.3,14,99.99971477960241,17.0
977,Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,1157000.0,2.4,13,99.99979256698359,25.44
978,Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5.0,1157000.0,2.0,15,99.99982713915298,14.8
979,Maruti Wagon R VXI BS IV,Pune,2014,51000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,1157000.0,3.1,11,99.99973206568711,20.51
980,Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,Petrol,Manual,First,15.0 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,5.09,11,99.99956006914434,15.0
981,Maruti Baleno Vxi - BSIII,Pune,2006,146000,Petrol,Manual,Second,15.4 kmpl,1590 CC,94 bhp,5.0,1157000.0,1.05,19,99.9999092480553,15.4
982,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77 kmpl,1498 CC,98.59 bhp,5.0,1157000.0,7.0,10,99.99939498703544,22.77
983,Hyundai Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,1157000.0,2.5,15,99.99978392394124,13.2
984,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,7043000.000000001,17.5,13,99.99975152633822,22.48
985,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,1157000.0,2.1,14,99.99981849611062,20.92
986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,17.75,12,99.99846585998272,15.73
987,Maruti Wagon R LXI DUO BSIII,Mumbai,2008,64226,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5.0,1157000.0,1.45,17,99.99987467588592,17.3
988,Toyota Corolla H4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,1157000.0,2.45,20,99.99978824546241,11.3
989,Volvo XC60 D5,Pune,2011,106976,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5.0,1157000.0,13.8,14,99.99880726015557,13.5
990,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,5.85,9,99.99949438202248,27.3
991,Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,1157000.0,8.9,8,99.99923076923078,28.09
992,Maruti Swift VXI BSIV,Mumbai,2016,9107,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,1157000.0,5.15,9,99.99955488331894,20.4
993,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,1157000.0,16.56,10,99.99856871218668,19.27
994,Maruti Wagon R VXI Minor,Chennai,2010,134000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5.0,1157000.0,1.65,15,99.99985738980122,18.9
995,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,120.7 bhp,5.0,1157000.0,16.0,10,99.99861711322386,15.5
996,Hyundai Santro Xing GL,Pune,2008,93000,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,1157000.0,1.45,17,99.99987467588592,0.0
997,Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,1157000.0,8.08,8,99.99930164217804,26.59
998,Hyundai Grand i10 AT Asta,Pune,2014,37632,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,4.5,11,99.9996110630942,18.9
999,Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,1157000.0,4.3,12,99.9996283491789,16.95
1000,Maruti A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,1157000.0,2.6,15,99.99977528089887,19.0
1001,Renault KWID RXT Optional,Hyderabad,2018,1900,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,480000.0,4.45,7,99.99907291666666,25.17
1002,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,1157000.0,5.37,13,99.99953586862574,17.1
1003,Maruti Wagon R LXI Minor,Chennai,2008,55000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5.0,1157000.0,1.75,17,99.99984874675886,18.9
1004,BMW 3 Series 320d Sport Line,Kolkata,2013,21983,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,1157000.0,16.5,12,99.9985738980121,18.88
1005,BMW 5 Series 2003-2012 520d,Delhi,2013,76000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,1157000.0,19.0,12,99.99835782195333,18.48
1006,Tata Indigo CS eVX,Jaipur,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,1157000.0,2.8,9,99.99975799481417,25.0
1007,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,1157000.0,6.2,10,99.99946413137425,22.54
1008,Maruti Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8.0,1157000.0,3.8,6,99.99967156439065,16.8
1009,Maruti Swift ZDi,Hyderabad,2014,81000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,1157000.0,6.1,11,99.99947277441659,25.2
1010,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,1212000.0,11.65,6,99.99903877887789,23.0
1011,Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,4.15,11,99.99964131374244,16.5
1012,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,1937000.0,16.5,8,99.99914816726897,13.68
1013,Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5 kmpl,2179 CC,120 bhp,8.0,1157000.0,4.3,17,99.9996283491789,10.5
1014,Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,1157000.0,2.25,15,99.99980553154711,18.5
1015,Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,1157000.0,6.75,11,99.9994165946413,22.32
1016,Mahindra XUV500 W6 2WD,Chennai,2014,80000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,9.4,11,99.99918755401902,15.1
1017,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,1214000.0,5.39,11,99.99955601317959,20.64
1018,Maruti Swift Dzire VDI Optional,Kochi,2019,18592,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,1157000.0,8.51,6,99.99926447709593,26.59
1019,Tata Manza Aura Safire BS IV,Pune,2010,75695,Petrol,Manual,First,13.7 kmpl,1368 CC,88.8 bhp,5.0,1157000.0,1.85,15,99.9998401037165,13.7
1020,Maruti Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,2.5,13,99.99978392394124,22.9
1021,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,1157000.0,4.75,12,99.99958945548833,22.07
1022,Honda City 1.5 V MT,Pune,2009,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,3.5,16,99.99969749351771,17.0
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,1157000.0,5.5,11,99.9995246326707,23.0
1024,Honda City 1.5 V MT,Coimbatore,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,6.33,13,99.99945289541918,17.0
1025,Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,1157000.0,2.47,11,99.99978651685394,25.44
1026,Chevrolet Spark 1.0 LS,Kochi,2014,36657,Petrol,Manual,First,16.2 kmpl,995 CC,62.1 bhp,5.0,1157000.0,3.3,11,99.99971477960241,16.2
1027,Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Diesel,Manual,Second,11.57 kmpl,2179 CC,138.1 bhp,7.0,1157000.0,3.5,14,99.99969749351771,11.57
1028,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,1157000.0,38.75,11,99.99665082108903,11.3
1029,BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5.0,1157000.0,7.99,17,99.99930942091616,11.5
1030,Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,3669000.0,13.28,12,99.99963804851458,14.24
1031,BMW X1 sDrive 18i,Pune,2012,80000,Petrol,Automatic,First,11.25 kmpl,1995 CC,150 bhp,5.0,1157000.0,9.5,13,99.99917891097667,11.25
1032,Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5.0,1157000.0,14.01,6,99.99878910976663,20.37
1033,Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,1157000.0,6.99,9,99.99939585133967,24.4
1034,BMW 3 Series 320d,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5.0,1157000.0,11.0,15,99.9990492653414,13.2
1035,BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8 kmpl,2497 CC,215 bhp,5.0,1157000.0,11.0,17,99.9990492653414,10.8
1036,Nissan Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06 kmpl,1198 CC,75 bhp,5.0,1157000.0,2.3,15,99.99980121002594,18.06
1037,Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,1157000.0,26.5,11,99.997709593777,16.36
1038,Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,Diesel,Automatic,First,10.2 kmpl,4367 CC,308 bhp,7.0,1157000.0,67.0,14,99.9942091616249,10.2
1039,Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,Petrol,Automatic,First,16.0 kmpl,1368 CC,160 bhp,5.0,2368000.0,17.75,8,99.9992504222973,16.0
1040,Honda CR-V 2.4 AT,Delhi,2010,94000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,1157000.0,4.8,15,99.99958513396714,10.1
1041,Maruti Swift VXI,Coimbatore,2013,61110,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,1157000.0,4.57,12,99.99960501296455,18.6
1042,Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,1157000.0,3.5,9,99.99969749351771,24.4
1043,Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,1157000.0,7.61,10,99.9993422644771,19.01
1044,Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,5561000.0,25.0,10,99.99955044056824,18.25
1045,Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,5.88,9,99.99949178910977,18.9
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,1157000.0,13.5,10,99.99883318928264,12.99
1047,Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,1157000.0,4.6,10,99.99960242005184,18.5
